"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"9H-Fluoren-9-ol","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","7.24","5.63","8.74","26.1"
"9H-Fluoren-9-ol","CTV Reference Dose (RfD)","mg/(kg·day)","0.0105","3.29e-4","0.429","26.1"
"9H-Fluoren-9-ol","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","4.37","2.76","5.81","8.44"
"9H-Fluoren-9-ol","CTV Reference Dose NO(A)EL","mg/(kg·day)","7.80","0.282","313","8.44"
"9H-Fluoren-9-ol","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","3.55","1.55","5.48","4.37"
"9H-Fluoren-9-ol","CTV Reference Dose (RfD) BMD","mg/(kg·day)","51.9","0.598","5.17e+3","4.37"
"9H-Fluoren-9-ol","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","3.87","2.09","5.59","4.37"
"9H-Fluoren-9-ol","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","24.6","0.472","1.49e+3","4.37"
"9H-Fluoren-9-ol","CTV Reference Concentration (RfC)","  -Log10Mol/m3","8.83","6.43","10.8","9.62"
"9H-Fluoren-9-ol","CTV Reference Concentration (RfC)","mg/m3","2.70e-4","2.59e-6","0.0669","9.62"
"9H-Fluoren-9-ol","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","5.09","3.10","6.93","54.6"
"9H-Fluoren-9-ol","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.681","0.00699","46.4","54.6"
"9H-Fluoren-9-ol","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","5.85","3.87","7.90","46.2"
"9H-Fluoren-9-ol","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","3.86","0.0407","434","46.2"
"9H-Fluoren-9-ol","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","4.87","2.49","6.74","10.1"
"9H-Fluoren-9-ol","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.411","0.00170","30.1","10.1"
