"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"40321-99-1","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","6.59","4.98","8.10","7.92"
"40321-99-1","CTV Reference Dose (RfD)","mg/(kg·day)","0.0755","0.00236","3.08","7.92"
"40321-99-1","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","4.12","2.52","5.57","2.16"
"40321-99-1","CTV Reference Dose NO(A)EL","mg/(kg·day)","22.1","0.796","886","2.16"
"40321-99-1","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","3.68","1.69","5.62","3.95"
"40321-99-1","CTV Reference Dose (RfD) BMD","mg/(kg·day)","60.9","0.702","6.06e+3","3.95"
"40321-99-1","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","4.01","2.23","5.73","3.95"
"40321-99-1","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","28.5","0.547","1.72e+3","3.95"
"40321-99-1","CTV Reference Concentration (RfC)","  -Log10Mol/m3","8.15","5.76","10.2","10.6"
"40321-99-1","CTV Reference Concentration (RfC)","mg/m3","0.00208","1.99e-5","0.516","10.6"
"40321-99-1","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","4.81","2.82","6.64","12.8"
"40321-99-1","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.219","0.00225","15.0","12.8"
"40321-99-1","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","5.50","3.52","7.55","11.9"
"40321-99-1","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","1.06","0.0112","120","11.9"
"40321-99-1","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","4.76","2.38","6.63","8.26"
"40321-99-1","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.198","8.16e-4","14.5","8.26"
