"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","10.1","8.47","11.6","30.4"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Reference Dose (RfD)","mg/(kg·day)","4.01e-5","1.25e-6","0.00164","30.4"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","5.87","4.27","7.31","12.2"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Reference Dose NO(A)EL","mg/(kg·day)","0.655","0.0236","26.3","12.2"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","5.76","3.76","7.70","5.48"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Reference Dose (RfD) BMD","mg/(kg·day)","0.842","0.00971","83.9","5.48"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","5.94","4.16","7.66","5.48"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","0.555","0.0106","33.5","5.48"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Reference Concentration (RfC)","  -Log10Mol/m3","9.64","7.25","11.7","8.91"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Reference Concentration (RfC)","mg/m3","1.12e-4","1.07e-6","0.0276","8.91"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","6.62","4.63","8.45","47.3"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","8.53","0.0875","582","47.3"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","6.66","4.68","8.71","40.7"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","9.44","0.0993","1.06e+3","40.7"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","6.80","4.41","8.66","9.41"
"2,3',4,4'-tetrabromodiphenyl ether","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","12.9","0.0534","946","9.41"
