"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","10.2","8.64","11.8","27.1"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Reference Dose (RfD)","mg/(kg·day)","2.04e-5","6.37e-7","8.30e-4","27.1"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","5.93","4.33","7.37","14.2"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Reference Dose NO(A)EL","mg/(kg·day)","0.422","0.0152","17.0","14.2"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","5.70","3.70","7.64","3.78"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Reference Dose (RfD) BMD","mg/(kg·day)","0.718","0.00828","71.5","3.78"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","5.90","4.12","7.62","3.78"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","0.452","0.00866","27.3","3.78"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Reference Concentration (RfC)","  -Log10Mol/m3","9.30","6.90","11.3","7.31"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Reference Concentration (RfC)","mg/m3","1.83e-4","1.75e-6","0.0452","7.31"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","6.78","4.79","8.62","53.0"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","16.8","0.173","1.15e+3","53.0"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","6.98","5.01","9.03","45.0"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","26.7","0.281","3.00e+3","45.0"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","6.62","4.24","8.49","7.45"
"2,2',4,4',5,5'-Hexachlorobiphenyl","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","11.7","0.0481","852","7.45"
