"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"Phenanthren-2-ol","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","7.27","5.65","8.77","29.8"
"Phenanthren-2-ol","CTV Reference Dose (RfD)","mg/(kg·day)","0.0105","3.30e-4","0.430","29.8"
"Phenanthren-2-ol","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","4.24","2.63","5.68","7.35"
"Phenanthren-2-ol","CTV Reference Dose NO(A)EL","mg/(kg·day)","11.2","0.405","451","7.35"
"Phenanthren-2-ol","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","3.64","1.64","5.57","5.65"
"Phenanthren-2-ol","CTV Reference Dose (RfD) BMD","mg/(kg·day)","44.9","0.518","4.47e+3","5.65"
"Phenanthren-2-ol","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","3.99","2.21","5.71","5.65"
"Phenanthren-2-ol","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","20.0","0.383","1.21e+3","5.65"
"Phenanthren-2-ol","CTV Reference Concentration (RfC)","  -Log10Mol/m3","9.59","7.19","11.6","11.6"
"Phenanthren-2-ol","CTV Reference Concentration (RfC)","mg/m3","5.05e-5","4.83e-7","0.0125","11.6"
"Phenanthren-2-ol","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","5.16","3.17","6.99","61.8"
"Phenanthren-2-ol","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.738","0.00757","50.3","61.8"
"Phenanthren-2-ol","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","6.01","4.03","8.06","53.0"
"Phenanthren-2-ol","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","5.26","0.0553","591","53.0"
"Phenanthren-2-ol","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","5.12","2.74","6.98","12.5"
"Phenanthren-2-ol","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.679","0.00280","49.6","12.5"
