"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"5436-43-1","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","9.92","8.31","11.4","30.4"
"5436-43-1","CTV Reference Dose (RfD)","mg/(kg·day)","5.90e-5","1.85e-6","0.00241","30.4"
"5436-43-1","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","5.86","4.26","7.30","12.2"
"5436-43-1","CTV Reference Dose NO(A)EL","mg/(kg·day)","0.672","0.0242","27.0","12.2"
"5436-43-1","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","5.74","3.74","7.68","5.51"
"5436-43-1","CTV Reference Dose (RfD) BMD","mg/(kg·day)","0.890","0.0103","88.6","5.51"
"5436-43-1","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","5.91","4.13","7.63","5.51"
"5436-43-1","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","0.598","0.0115","36.1","5.51"
"5436-43-1","CTV Reference Concentration (RfC)","  -Log10Mol/m3","9.59","7.20","11.6","9.07"
"5436-43-1","CTV Reference Concentration (RfC)","mg/m3","1.24e-4","1.18e-6","0.0306","9.07"
"5436-43-1","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","6.65","4.66","8.48","47.3"
"5436-43-1","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","9.16","0.0940","624","47.3"
"5436-43-1","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","6.62","4.64","8.67","40.7"
"5436-43-1","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","8.55","0.0899","960","40.7"
"5436-43-1","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","6.70","4.31","8.56","9.46"
"5436-43-1","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","10.2","0.0421","746","9.46"
