"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"Decabromodiphenyl ether","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","8.87","7.26","10.4","68.2"
"Decabromodiphenyl ether","CTV Reference Dose (RfD)","mg/(kg·day)","0.00130","4.06e-5","0.0529","68.2"
"Decabromodiphenyl ether","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","5.93","4.33","7.37","44.4"
"Decabromodiphenyl ether","CTV Reference Dose NO(A)EL","mg/(kg·day)","1.12","0.0405","45.1","44.4"
"Decabromodiphenyl ether","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","5.94","3.94","7.88","19.2"
"Decabromodiphenyl ether","CTV Reference Dose (RfD) BMD","mg/(kg·day)","1.10","0.0127","110","19.2"
"Decabromodiphenyl ether","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","6.34","4.56","8.06","19.2"
"Decabromodiphenyl ether","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","0.437","0.00837","26.4","19.2"
"Decabromodiphenyl ether","CTV Reference Concentration (RfC)","  -Log10Mol/m3","9.41","7.02","11.4","35.4"
"Decabromodiphenyl ether","CTV Reference Concentration (RfC)","mg/m3","3.70e-4","3.54e-6","0.0916","35.4"
"Decabromodiphenyl ether","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","5.40","3.41","7.23","114"
"Decabromodiphenyl ether","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.262","0.00269","17.9","114"
"Decabromodiphenyl ether","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","6.04","4.07","8.09","101"
"Decabromodiphenyl ether","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","1.15","0.0121","130","101"
"Decabromodiphenyl ether","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","6.52","4.13","8.38","28.7"
"Decabromodiphenyl ether","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","3.42","0.0141","250","28.7"
