"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"MHBP","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","6.87","5.26","8.37","5.78"
"MHBP","CTV Reference Dose (RfD)","mg/(kg·day)","0.0323","0.00101","1.32","5.78"
"MHBP","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","4.42","2.81","5.86","2.00"
"MHBP","CTV Reference Dose NO(A)EL","mg/(kg·day)","9.13","0.329","367","2.00"
"MHBP","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","3.75","1.75","5.68","2.96"
"MHBP","CTV Reference Dose (RfD) BMD","mg/(kg·day)","42.8","0.494","4.27e+3","2.96"
"MHBP","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","4.14","2.36","5.86","2.96"
"MHBP","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","17.3","0.332","1.05e+3","2.96"
"MHBP","CTV Reference Concentration (RfC)","  -Log10Mol/m3","8.33","5.94","10.4","7.62"
"MHBP","CTV Reference Concentration (RfC)","mg/m3","0.00111","1.06e-5","0.274","7.62"
"MHBP","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","5.01","3.02","6.84","11.3"
"MHBP","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.428","0.00439","29.2","11.3"
"MHBP","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","5.31","3.33","7.36","9.92"
"MHBP","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","0.853","0.00897","95.8","9.92"
"MHBP","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","4.61","2.23","6.48","4.79"
"MHBP","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.172","7.09e-4","12.6","4.79"
