"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","9.86","8.25","11.4","35.0"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Reference Dose (RfD)","mg/(kg·day)","8.82e-5","2.76e-6","0.00360","35.0"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","6.02","4.42","7.46","19.4"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Reference Dose NO(A)EL","mg/(kg·day)","0.614","0.0222","24.7","19.4"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","5.79","3.79","7.73","8.54"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Reference Dose (RfD) BMD","mg/(kg·day)","1.04","0.0120","103","8.54"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","6.07","4.29","7.79","8.54"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","0.549","0.0105","33.1","8.54"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Reference Concentration (RfC)","  -Log10Mol/m3","9.76","7.37","11.8","15.3"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Reference Concentration (RfC)","mg/m3","1.11e-4","1.06e-6","0.0275","15.3"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","6.54","4.55","8.37","55.5"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","5.36","0.0550","365","55.5"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","6.81","4.83","8.86","48.4"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","10.1","0.106","1.13e+3","48.4"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","6.84","4.45","8.70","13.2"
"2,2',4,4',5,6'-Hexabromodiphenyl ether","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","10.7","0.0442","784","13.2"
