"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"9H-Fluoren-2-ol","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","7.18","5.57","8.68","25.5"
"9H-Fluoren-2-ol","CTV Reference Dose (RfD)","mg/(kg·day)","0.0121","3.79e-4","0.494","25.5"
"9H-Fluoren-2-ol","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","4.34","2.74","5.78","9.43"
"9H-Fluoren-2-ol","CTV Reference Dose NO(A)EL","mg/(kg·day)","8.31","0.300","334","9.43"
"9H-Fluoren-2-ol","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","3.60","1.60","5.54","4.43"
"9H-Fluoren-2-ol","CTV Reference Dose (RfD) BMD","mg/(kg·day)","46.0","0.531","4.59e+3","4.43"
"9H-Fluoren-2-ol","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","3.93","2.15","5.64","4.43"
"9H-Fluoren-2-ol","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","21.6","0.414","1.30e+3","4.43"
"9H-Fluoren-2-ol","CTV Reference Concentration (RfC)","  -Log10Mol/m3","8.81","6.42","10.8","9.67"
"9H-Fluoren-2-ol","CTV Reference Concentration (RfC)","mg/m3","2.79e-4","2.68e-6","0.0692","9.67"
"9H-Fluoren-2-ol","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","4.98","2.99","6.81","49.8"
"9H-Fluoren-2-ol","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.520","0.00534","35.5","49.8"
"9H-Fluoren-2-ol","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","5.74","3.76","7.79","42.3"
"9H-Fluoren-2-ol","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","2.98","0.0314","335","42.3"
"9H-Fluoren-2-ol","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","4.90","2.51","6.76","10.1"
"9H-Fluoren-2-ol","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.431","0.00178","31.5","10.1"
