"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","9.87","8.26","11.4","35.0"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Reference Dose (RfD)","mg/(kg·day)","8.77e-5","2.74e-6","0.00358","35.0"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","6.03","4.43","7.48","19.4"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Reference Dose NO(A)EL","mg/(kg·day)","0.596","0.0215","23.9","19.4"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","5.84","3.84","7.78","8.45"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Reference Dose (RfD) BMD","mg/(kg·day)","0.936","0.0108","93.2","8.45"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","6.09","4.30","7.80","8.45"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","0.529","0.0101","31.9","8.45"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Reference Concentration (RfC)","  -Log10Mol/m3","9.78","7.39","11.8","14.7"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Reference Concentration (RfC)","mg/m3","1.06e-4","1.02e-6","0.0263","14.7"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","6.55","4.57","8.39","55.5"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","5.56","0.0571","379","55.5"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","6.83","4.85","8.88","48.3"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","10.5","0.110","1.17e+3","48.3"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","6.88","4.50","8.75","13.1"
"2,2',4,4',5,5'-Hexabromodiphenyl ether","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","11.8","0.0487","864","13.1"
