"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","6.96","5.35","8.47","6.92"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Reference Dose (RfD)","mg/(kg·day)","0.0276","8.62e-4","1.12","6.92"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","4.30","2.69","5.74","2.79"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Reference Dose NO(A)EL","mg/(kg·day)","12.8","0.461","513","2.79"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","3.86","1.86","5.80","4.61"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Reference Dose (RfD) BMD","mg/(kg·day)","34.6","0.399","3.45e+3","4.61"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","4.26","2.48","5.98","4.61"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","13.8","0.265","834","4.61"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Reference Concentration (RfC)","  -Log10Mol/m3","8.43","6.03","10.4","12.9"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Reference Concentration (RfC)","mg/m3","9.44e-4","9.04e-6","0.234","12.9"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","5.10","3.11","6.93","12.2"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.494","0.00507","33.7","12.2"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","5.41","3.43","7.46","11.1"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","1.02","0.0107","114","11.1"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","4.77","2.38","6.63","6.99"
"MONO(3-CARBOXYPROPYL) PHTHALATE","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.232","9.57e-4","17.0","6.99"
