"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"Monoisobutyl phthalate","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","6.75","5.14","8.25","5.74"
"Monoisobutyl phthalate","CTV Reference Dose (RfD)","mg/(kg·day)","0.0395","0.00124","1.61","5.74"
"Monoisobutyl phthalate","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","4.34","2.74","5.78","1.82"
"Monoisobutyl phthalate","CTV Reference Dose NO(A)EL","mg/(kg·day)","10.2","0.366","408","1.82"
"Monoisobutyl phthalate","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","3.96","1.96","5.89","2.28"
"Monoisobutyl phthalate","CTV Reference Dose (RfD) BMD","mg/(kg·day)","24.5","0.283","2.45e+3","2.28"
"Monoisobutyl phthalate","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","4.28","2.50","6.00","2.28"
"Monoisobutyl phthalate","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","11.6","0.223","701","2.28"
"Monoisobutyl phthalate","CTV Reference Concentration (RfC)","  -Log10Mol/m3","8.19","5.80","10.2","5.62"
"Monoisobutyl phthalate","CTV Reference Concentration (RfC)","mg/m3","0.00143","1.37e-5","0.353","5.62"
"Monoisobutyl phthalate","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","4.52","2.53","6.36","11.0"
"Monoisobutyl phthalate","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.150","0.00154","10.2","11.0"
"Monoisobutyl phthalate","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","5.02","3.05","7.08","9.44"
"Monoisobutyl phthalate","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","0.476","0.00501","53.5","9.44"
"Monoisobutyl phthalate","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","4.30","1.92","6.17","4.64"
"Monoisobutyl phthalate","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.0905","3.73e-4","6.62","4.64"
