"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"Dimethyl hydrogen phosphate","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","6.86","5.25","8.36","-0.355"
"Dimethyl hydrogen phosphate","CTV Reference Dose (RfD)","mg/(kg·day)","0.0176","5.50e-4","0.717","-0.355"
"Dimethyl hydrogen phosphate","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","3.87","2.26","5.31","-0.343"
"Dimethyl hydrogen phosphate","CTV Reference Dose NO(A)EL","mg/(kg·day)","17.1","0.618","688","-0.343"
"Dimethyl hydrogen phosphate","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","3.84","1.84","5.78","1.86"
"Dimethyl hydrogen phosphate","CTV Reference Dose (RfD) BMD","mg/(kg·day)","18.1","0.209","1.81e+3","1.86"
"Dimethyl hydrogen phosphate","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","4.31","2.53","6.03","1.86"
"Dimethyl hydrogen phosphate","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","6.16","0.118","372","1.86"
"Dimethyl hydrogen phosphate","CTV Reference Concentration (RfC)","  -Log10Mol/m3","7.21","4.82","9.23","1.77"
"Dimethyl hydrogen phosphate","CTV Reference Concentration (RfC)","mg/m3","0.00776","7.43e-5","1.92","1.77"
"Dimethyl hydrogen phosphate","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","4.00","2.01","5.83","-0.194"
"Dimethyl hydrogen phosphate","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.0785","8.05e-4","5.35","-0.194"
"Dimethyl hydrogen phosphate","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","4.54","2.56","6.59","0.0700"
"Dimethyl hydrogen phosphate","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","0.275","0.00289","30.9","0.0700"
"Dimethyl hydrogen phosphate","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","4.87","2.49","6.74","2.49"
"Dimethyl hydrogen phosphate","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.590","0.00243","43.2","2.49"
