"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"35065-29-3","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","10.3","8.68","11.8","29.5"
"35065-29-3","CTV Reference Dose (RfD)","mg/(kg·day)","2.03e-5","6.35e-7","8.29e-4","29.5"
"35065-29-3","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","6.05","4.44","7.49","17.3"
"35065-29-3","CTV Reference Dose NO(A)EL","mg/(kg·day)","0.354","0.0128","14.2","17.3"
"35065-29-3","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","5.74","3.74","7.68","4.14"
"35065-29-3","CTV Reference Dose (RfD) BMD","mg/(kg·day)","0.717","0.00827","71.4","4.14"
"35065-29-3","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","6.00","4.22","7.72","4.14"
"35065-29-3","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","0.393","0.00753","23.7","4.14"
"35065-29-3","CTV Reference Concentration (RfC)","  -Log10Mol/m3","9.67","7.27","11.7","8.54"
"35065-29-3","CTV Reference Concentration (RfC)","mg/m3","8.48e-5","8.12e-7","0.0210","8.54"
"35065-29-3","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","6.67","4.68","8.51","61.2"
"35065-29-3","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","11.9","0.122","811","61.2"
"35065-29-3","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","6.78","4.80","8.83","52.0"
"35065-29-3","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","15.1","0.159","1.70e+3","52.0"
"35065-29-3","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","6.42","4.04","8.29","7.71"
"35065-29-3","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","6.68","0.0276","489","7.71"
