"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"Phenanthren-4-ol","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","7.31","5.70","8.81","29.6"
"Phenanthren-4-ol","CTV Reference Dose (RfD)","mg/(kg·day)","0.00955","2.99e-4","0.389","29.6"
"Phenanthren-4-ol","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","4.25","2.65","5.70","7.37"
"Phenanthren-4-ol","CTV Reference Dose NO(A)EL","mg/(kg·day)","10.9","0.392","436","7.37"
"Phenanthren-4-ol","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","3.64","1.64","5.58","5.59"
"Phenanthren-4-ol","CTV Reference Dose (RfD) BMD","mg/(kg·day)","44.7","0.515","4.45e+3","5.59"
"Phenanthren-4-ol","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","4.00","2.22","5.72","5.59"
"Phenanthren-4-ol","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","19.3","0.370","1.17e+3","5.59"
"Phenanthren-4-ol","CTV Reference Concentration (RfC)","  -Log10Mol/m3","9.60","7.21","11.6","11.5"
"Phenanthren-4-ol","CTV Reference Concentration (RfC)","mg/m3","4.86e-5","4.65e-7","0.0120","11.5"
"Phenanthren-4-ol","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","5.25","3.26","7.08","61.8"
"Phenanthren-4-ol","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.913","0.00937","62.2","61.8"
"Phenanthren-4-ol","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","6.06","4.08","8.11","52.9"
"Phenanthren-4-ol","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","5.86","0.0617","659","52.9"
"Phenanthren-4-ol","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","5.21","2.82","7.07","12.2"
"Phenanthren-4-ol","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.829","0.00342","60.6","12.2"
