"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"PROPYLPARABEN","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","7.14","5.53","8.65","4.49"
"PROPYLPARABEN","CTV Reference Dose (RfD)","mg/(kg·day)","0.0129","4.04e-4","0.526","4.49"
"PROPYLPARABEN","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","4.65","3.05","6.10","1.42"
"PROPYLPARABEN","CTV Reference Dose NO(A)EL","mg/(kg·day)","4.01","0.145","161","1.42"
"PROPYLPARABEN","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","3.51","1.51","5.45","1.13"
"PROPYLPARABEN","CTV Reference Dose (RfD) BMD","mg/(kg·day)","56.0","0.646","5.58e+3","1.13"
"PROPYLPARABEN","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","3.94","2.16","5.66","1.13"
"PROPYLPARABEN","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","20.6","0.396","1.25e+3","1.13"
"PROPYLPARABEN","CTV Reference Concentration (RfC)","  -Log10Mol/m3","8.42","6.03","10.4","2.19"
"PROPYLPARABEN","CTV Reference Concentration (RfC)","mg/m3","6.83e-4","6.54e-6","0.169","2.19"
"PROPYLPARABEN","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","4.19","2.20","6.02","9.89"
"PROPYLPARABEN","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.0854","8.76e-4","5.82","9.89"
"PROPYLPARABEN","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","4.74","2.76","6.79","8.54"
"PROPYLPARABEN","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","0.306","0.00322","34.4","8.54"
"PROPYLPARABEN","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","3.90","1.52","5.77","2.97"
"PROPYLPARABEN","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.0446","1.84e-4","3.26","2.97"
