"Chemical name","Model Name","Unit","Prediction","Lower 95%*","Upper 95%*","Appl Domain**"
"PERFLUOROOCTANOIC ACID","CTV Reference Dose (RfD)","  -Log10Mol/(kg·day)","7.68","6.07","9.18","28.0"
"PERFLUOROOCTANOIC ACID","CTV Reference Dose (RfD)","mg/(kg·day)","0.00871","2.72e-4","0.355","28.0"
"PERFLUOROOCTANOIC ACID","CTV Reference Dose NO(A)EL","  -Log10Mol/(kg·day)","5.95","4.35","7.40","18.1"
"PERFLUOROOCTANOIC ACID","CTV Reference Dose NO(A)EL","mg/(kg·day)","0.460","0.0166","18.5","18.1"
"PERFLUOROOCTANOIC ACID","CTV Reference Dose (RfD) BMD","  -Log10Mol/(kg·day)","4.48","2.48","6.42","8.10"
"PERFLUOROOCTANOIC ACID","CTV Reference Dose (RfD) BMD","mg/(kg·day)","13.6","0.157","1.36e+3","8.10"
"PERFLUOROOCTANOIC ACID","CTV Reference Dose (RfD) BMDL","  -Log10Mol/(kg·day)","4.78","3.00","6.50","8.10"
"PERFLUOROOCTANOIC ACID","CTV Reference Dose (RfD) BMDL","mg/(kg·day)","6.82","0.131","411","8.10"
"PERFLUOROOCTANOIC ACID","CTV Reference Concentration (RfC)","  -Log10Mol/m3","8.30","5.91","10.3","26.5"
"PERFLUOROOCTANOIC ACID","CTV Reference Concentration (RfC)","mg/m3","0.00206","1.97e-5","0.509","26.5"
"PERFLUOROOCTANOIC ACID","CTV Oral Slope Factor (OSF)","Log10(risk per Mol/(kg·day))","4.51","2.52","6.34","9.03"
"PERFLUOROOCTANOIC ACID","CTV Oral Slope Factor (OSF)","risk per mg/(kg·day)","0.0777","7.97e-4","5.30","9.03"
"PERFLUOROOCTANOIC ACID","CTV Cancer Potency Value (CPV)","Log10(risk per Mol/(kg·day))","5.48","3.51","7.53","7.84"
"PERFLUOROOCTANOIC ACID","CTV Cancer Potency Value (CPV)","risk per mg/(kg·day)","0.736","0.00774","82.7","7.84"
"PERFLUOROOCTANOIC ACID","CTV Inhalation Unit Risk (IUR)","Log10(m3/Mol)","4.95","2.56","6.81","13.6"
"PERFLUOROOCTANOIC ACID","CTV Inhalation Unit Risk (IUR)","risk per µg/m3","0.214","8.83e-4","15.7","13.6"
